latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
8.79981,78.01231,330.75,0.36,0.58,2025-06-21,0733,SNPP,SNPP,n,2,299.34,2.54,D,0
8.81278,77.99294,334.27,0.36,0.58,2025-06-21,0733,SNPP,SNPP,n,2,300.28,3.17,D,0
8.82633,78.00764,330.17,0.36,0.58,2025-06-21,0733,SNPP,SNPP,n,2,299.45,2.01,D,0
8.88339,78.14784,341.7,0.35,0.57,2025-06-21,0733,SNPP,SNPP,n,2,296.76,3.03,D,0
8.85116,77.9711,331.74,0.36,0.58,2025-06-21,0733,SNPP,SNPP,n,2,299.04,3.44,D,0
8.85055,77.96779,352.09,0.36,0.58,2025-06-21,0733,SNPP,SNPP,n,2,299.03,3.44,D,0
8.85526,77.96352,338.29,0.36,0.58,2025-06-21,0733,SNPP,SNPP,n,2,298.72,2.8,D,0
8.60625,77.96722,353.81,0.41,0.37,2025-06-24,0817,SNPP,SNPP,n,2,302.25,10.5,D,0
8.8949,77.88992,347.83,0.41,0.37,2025-06-24,0817,SNPP,SNPP,n,2,306.74,4.15,D,0
8.82236,77.98201,348.85,0.45,0.39,2025-06-25,0758,SNPP,SNPP,n,2,296.22,4.62,D,0
8.82527,77.97739,334.19,0.45,0.39,2025-06-25,0758,SNPP,SNPP,n,2,295.72,2.83,D,0
8.82591,77.98145,332.84,0.45,0.39,2025-06-25,0758,SNPP,SNPP,n,2,295.36,4.62,D,0
8.59876,78.12653,341.5,0.32,0.55,2025-06-28,0842,SNPP,SNPP,n,2,294.46,4.43,D,3
8.85011,77.98492,330.56,0.32,0.54,2025-06-28,0842,SNPP,SNPP,n,2,295.43,0.96,D,0
8.50582,78.02836,336.64,0.4,0.37,2025-06-30,0804,SNPP,SNPP,n,2,305.26,3.63,D,0
8.63981,77.88116,343.2,0.4,0.37,2025-06-30,0804,SNPP,SNPP,n,2,308.14,3.42,D,0
8.64319,77.88062,330.52,0.4,0.37,2025-06-30,0804,SNPP,SNPP,l,2,303.71,3.42,D,0
8.70016,78.08503,337.51,0.39,0.37,2025-06-30,0804,SNPP,SNPP,n,2,306.41,1.81,D,0
8.77917,77.96249,352.24,0.4,0.37,2025-06-30,0804,SNPP,SNPP,n,2,310.93,11.5,D,0
8.8381,77.94216,340.48,0.4,0.37,2025-06-30,0804,SNPP,SNPP,l,2,311.64,8.35,D,0
8.84202,77.94523,349.32,0.4,0.37,2025-06-30,0804,SNPP,SNPP,n,2,311.71,8.35,D,0
8.84147,77.94164,349.65,0.4,0.37,2025-06-30,0804,SNPP,SNPP,n,2,310.35,8.35,D,0
8.90807,78.07388,342.15,0.39,0.36,2025-06-30,0804,SNPP,SNPP,n,2,308.29,8.45,D,0
8.89463,77.96585,340.87,0.4,0.37,2025-06-30,0804,SNPP,SNPP,n,2,310.45,5.76,D,0
8.54328,78.11971,340.81,0.41,0.61,2025-07-03,0848,SNPP,SNPP,n,2,294.83,3.88,D,0
8.36002,77.87656,339.96,0.57,0.43,2025-07-04,0829,SNPP,SNPP,n,2,302.45,4.96,D,0
8.36064,77.87352,335.92,0.57,0.43,2025-07-04,0829,SNPP,SNPP,n,2,302.59,6.19,D,0
8.47441,77.9473,336.53,0.39,0.44,2025-07-04,0829,SNPP,SNPP,n,2,304.16,3.26,D,0
8.58839,78.14,339.37,0.4,0.44,2025-07-04,0829,SNPP,SNPP,n,2,295.82,5.04,D,3
8.93824,77.8651,343.74,0.39,0.44,2025-07-04,0829,SNPP,SNPP,n,2,302.88,3.54,D,0
8.43506,77.96777,332.92,0.55,0.42,2025-07-06,0751,SNPP,SNPP,l,2,303.09,3.71,D,0
8.46956,77.98241,345.76,0.54,0.42,2025-07-06,0751,SNPP,SNPP,n,2,303.53,6.18,D,0
8.5996,78.09351,333.22,0.53,0.42,2025-07-06,0751,SNPP,SNPP,n,2,297.46,5.03,D,0
8.82988,78.00266,341.18,0.54,0.42,2025-07-06,0752,SNPP,SNPP,n,2,303.7,6.94,D,0
8.82906,77.9978,332.36,0.54,0.42,2025-07-06,0752,SNPP,SNPP,n,2,302.09,3.45,D,0
8.83681,77.99652,338.06,0.54,0.42,2025-07-06,0752,SNPP,SNPP,n,2,302.64,4.81,D,0
8.83599,77.99165,343.5,0.54,0.42,2025-07-06,0752,SNPP,SNPP,n,2,302.77,4.81,D,0
8.74821,77.94865,330.65,0.54,0.42,2025-07-06,0752,SNPP,SNPP,l,2,302.09,1.23,D,0
8.77753,78.02912,330.81,0.54,0.42,2025-07-06,0752,SNPP,SNPP,l,2,302.44,2.04,D,0
8.76622,77.96078,337.36,0.54,0.42,2025-07-06,0752,SNPP,SNPP,n,2,303.2,3.6,D,0
8.82644,78.06095,341.61,0.53,0.42,2025-07-06,0752,SNPP,SNPP,n,2,301.95,4.01,D,0
8.8303,78.06032,344.62,0.53,0.42,2025-07-06,0752,SNPP,SNPP,n,2,301.93,8.34,D,0
8.82952,78.05547,350.65,0.53,0.42,2025-07-06,0752,SNPP,SNPP,n,2,304.89,11.02,D,0
8.8247,78.00131,335.66,0.54,0.42,2025-07-06,0752,SNPP,SNPP,n,2,303.37,2.9,D,0
8.82858,78.00068,346.31,0.54,0.42,2025-07-06,0752,SNPP,SNPP,n,2,304.63,19.23,D,0
8.83554,77.99451,352.84,0.54,0.42,2025-07-06,0752,SNPP,SNPP,n,2,303.68,10.25,D,0
8.82601,78.0033,338.1,0.54,0.42,2025-07-06,0752,SNPP,SNPP,n,2,303.48,6.94,D,0
8.82518,77.99843,336.72,0.54,0.42,2025-07-06,0752,SNPP,SNPP,n,2,302.99,3.45,D,0
8.62666,78.12074,353.04,0.52,0.67,2025-07-08,0854,SNPP,SNPP,n,2,293.59,7.71,D,3
8.77878,77.95515,330.21,0.51,0.66,2025-07-08,0854,SNPP,SNPP,n,2,296.01,1.58,D,0
8.87449,77.87409,332.04,0.51,0.66,2025-07-08,0854,SNPP,SNPP,n,2,294.29,0.93,D,0
8.69498,78.02872,336.63,0.5,0.49,2025-07-09,0835,SNPP,SNPP,n,2,300.19,4.96,D,0
8.67996,78.08682,367,0.5,0.49,2025-07-09,0835,SNPP,SNPP,h,2,299.93,12.23,D,0
8.6995,78.02809,331.63,0.5,0.49,2025-07-09,0835,SNPP,SNPP,n,2,300.99,3.99,D,0
8.6954,78.02489,339.01,0.5,0.49,2025-07-09,0836,SNPP,SNPP,n,2,301.56,6.23,D,0
8.94685,77.96056,340.57,0.5,0.49,2025-07-09,0836,SNPP,SNPP,n,2,300.08,3.58,D,0
8.84401,78.07008,310.63,0.6,0.7,2025-07-09,1931,SNPP,SNPP,n,2,289.2,1.4,N,0
8.44776,77.99064,335.14,0.41,0.37,2025-07-10,0817,SNPP,SNPP,l,2,306.81,2.92,D,0
8.44721,77.98692,339.64,0.41,0.37,2025-07-10,0817,SNPP,SNPP,n,2,308.7,2.31,D,0
8.82236,78.00694,356.14,0.41,0.37,2025-07-10,0817,SNPP,SNPP,n,2,310.5,9.41,D,0
8.82181,78.00318,341.52,0.41,0.37,2025-07-10,0817,SNPP,SNPP,n,2,309.85,9.41,D,0
8.94582,78.11559,342.38,0.42,0.37,2025-07-10,0817,SNPP,SNPP,n,2,306.92,10.07,D,0
8.5718,77.90462,315.01,0.63,0.54,2025-07-10,2053,SNPP,SNPP,n,2,278.18,3.72,N,0
8.7457,78.07973,339.45,0.44,0.39,2025-07-11,0758,SNPP,SNPP,n,2,301.69,6.64,D,0
8.73277,77.95296,347.15,0.45,0.39,2025-07-11,0758,SNPP,SNPP,n,2,305.59,5.61,D,0
8.82958,77.96556,337.72,0.45,0.39,2025-07-11,0758,SNPP,SNPP,n,2,305.18,5.31,D,0
8.91124,77.90924,339.07,0.58,0.52,2025-07-12,0739,SNPP,SNPP,n,2,297.85,4.75,D,0
8.43586,77.94272,334.25,0.58,0.52,2025-07-12,0739,SNPP,SNPP,n,2,297.15,3.68,D,0
8.8611,77.95855,332.5,0.57,0.52,2025-07-12,0739,SNPP,SNPP,n,2,295.71,3.08,D,0
8.76019,78.18509,331.25,0.33,0.55,2025-07-14,0842,SNPP,SNPP,n,2,295.31,2.49,D,0
8.7598,78.18208,332.41,0.33,0.55,2025-07-14,0842,SNPP,SNPP,n,2,295.94,2.49,D,0
8.87429,78.1647,341.75,0.33,0.55,2025-07-14,0842,SNPP,SNPP,n,2,292.48,1.3,D,0
8.62096,77.91766,330.05,0.46,0.47,2025-07-17,0745,SNPP,SNPP,n,2,281.66,5.51,D,0
8.87331,78.16238,334.4,0.39,0.36,2025-07-21,0810,SNPP,SNPP,n,2,290.54,3.08,D,0
8.87046,78.16236,348.61,0.36,0.57,2025-07-23,0733,SNPP,SNPP,n,2,292.08,5.36,D,0
8.87195,78.16222,347.26,0.36,0.57,2025-07-23,0733,SNPP,SNPP,n,2,292.29,5.68,D,0
8.67209,77.99181,306.23,0.48,0.4,2025-07-27,2034,SNPP,SNPP,n,2,292.8,0.96,N,0
8.70233,78.05931,320.21,0.48,0.4,2025-07-27,2034,SNPP,SNPP,n,2,292.52,1.91,N,0
8.85157,78.0039,334.77,0.57,0.52,2025-07-28,0739,SNPP,SNPP,n,2,301.62,8.23,D,0
8.51477,78.0683,356.08,0.66,0.73,2025-07-29,0901,SNPP,SNPP,n,2,292.11,18.64,D,0
8.514,78.0621,343.1,0.66,0.73,2025-07-29,0901,SNPP,SNPP,n,2,291.29,10.88,D,0
8.89218,78.14642,333.2,0.44,0.46,2025-08-02,0745,SNPP,SNPP,n,2,281.51,4.65,D,0
8.77955,77.86048,335.33,0.57,0.43,2025-08-05,0829,SNPP,SNPP,n,2,299.26,3.4,D,0
8.87186,78.16111,344.63,0.4,0.44,2025-08-05,0829,SNPP,SNPP,n,2,297.08,4.34,D,0
8.66453,77.85204,311.11,0.41,0.37,2025-08-07,2027,SNPP,SNPP,n,2,292.02,0.87,N,0
8.89878,77.86282,339.04,0.61,0.54,2025-08-15,0842,SNPP,SNPP,n,2,293.2,4.15,D,0
8.85095,78.13563,297.43,0.38,0.36,2025-08-18,2021,SNPP,SNPP,n,2,272.57,0.74,N,0
8.75855,78.18146,332.61,0.47,0.64,2025-08-19,0726,SNPP,SNPP,n,2,301.56,5.91,D,0
8.70886,78.11058,337.44,0.47,0.64,2025-08-19,0726,SNPP,SNPP,n,2,299.31,6.81,D,0
8.57998,78.09524,335.28,0.47,0.64,2025-08-19,0726,SNPP,SNPP,n,2,299.96,2.7,D,0
8.75819,78.17956,314.56,0.54,0.42,2025-08-19,2002,SNPP,SNPP,n,2,289.19,1.43,N,0
8.75708,78.18155,315.84,0.54,0.42,2025-08-19,2002,SNPP,SNPP,n,2,291.37,3.12,N,0
8.6646,77.99295,331.57,0.4,0.6,2025-08-20,0848,SNPP,SNPP,n,2,300.52,3.42,D,0
8.84873,78.06972,335.09,0.4,0.6,2025-08-20,0848,SNPP,SNPP,n,2,300.34,2.84,D,0
8.87515,77.89116,333.04,0.39,0.59,2025-08-20,0848,SNPP,SNPP,n,2,301.52,1.4,D,0
8.91176,77.99829,347.94,0.4,0.6,2025-08-20,0848,SNPP,SNPP,n,2,300.5,4.15,D,0
8.66367,78.06672,332.72,0.39,0.44,2025-08-21,0829,SNPP,SNPP,l,2,303.98,3.86,D,0
8.45009,78.01909,333.35,0.55,0.43,2025-08-23,0752,SNPP,SNPP,n,2,297.47,3.02,D,0
8.51377,77.93323,345.94,0.38,0.59,2025-08-24,0733,SNPP,SNPP,n,2,300.6,4.88,D,0
8.51441,77.93159,348.08,0.38,0.59,2025-08-24,0733,SNPP,SNPP,n,2,302.11,5.95,D,0
8.54816,77.93279,337.79,0.38,0.59,2025-08-24,0733,SNPP,SNPP,n,2,302.27,3.98,D,0
8.58339,78.09617,350.76,0.37,0.58,2025-08-24,0733,SNPP,SNPP,n,2,297.75,3.67,D,3
8.58278,78.09279,333.89,0.37,0.58,2025-08-24,0733,SNPP,SNPP,n,2,297.69,3.67,D,0
8.82929,77.91112,346.25,0.5,0.66,2025-08-25,0855,SNPP,SNPP,n,2,305.56,12.89,D,0
8.82869,77.90639,340.34,0.5,0.66,2025-08-25,0855,SNPP,SNPP,n,2,306.27,11.32,D,0
8.90471,77.89525,335.15,0.48,0.48,2025-08-26,0836,SNPP,SNPP,n,2,300.19,2.66,D,0
8.9032,77.89617,336.84,0.48,0.48,2025-08-26,0836,SNPP,SNPP,n,2,299.85,2.95,D,0
8.49105,78.08182,343.11,0.41,0.37,2025-08-27,0817,SNPP,SNPP,n,2,297.54,3.94,D,0
8.75975,78.18302,342.57,0.41,0.37,2025-08-27,0817,SNPP,SNPP,n,2,303,7.64,D,0
8.81005,78.07204,346.78,0.41,0.37,2025-08-27,0817,SNPP,SNPP,n,2,302.41,11.03,D,0
8.80949,78.06831,351.76,0.41,0.37,2025-08-27,0817,SNPP,SNPP,n,2,305.4,20.14,D,0
8.84352,77.94512,347.41,0.41,0.37,2025-08-27,0817,SNPP,SNPP,n,2,296.92,6.58,D,0
8.41414,78.06489,337.92,0.45,0.39,2025-08-28,0758,SNPP,SNPP,n,2,296.18,13.21,D,3
8.59104,77.97832,347.64,0.45,0.39,2025-08-28,0758,SNPP,SNPP,n,2,298.37,7.93,D,0
8.89406,78.14343,337.19,0.59,0.7,2025-08-30,0721,SNPP,SNPP,n,2,290.07,3.44,D,0
8.71128,78.11185,367,0.32,0.54,2025-08-31,0842,SNPP,SNPP,h,2,295.21,7.43,D,0
8.71633,78.11119,340.05,0.32,0.54,2025-08-31,0842,SNPP,SNPP,n,2,293.89,5.88,D,0
8.70744,78.10974,332.66,0.45,0.47,2025-09-03,0746,SNPP,SNPP,n,2,298.3,2.5,D,0
8.84603,77.95149,334.81,0.46,0.47,2025-09-03,0746,SNPP,SNPP,n,2,299.81,2.34,D,0
8.6206,77.91813,305.62,0.37,0.58,2025-09-05,1944,SNPP,SNPP,n,2,289.3,1.59,N,0
8.58768,78.07157,343.22,0.39,0.44,2025-09-06,0830,SNPP,SNPP,n,2,299.25,6.06,D,0
8.75375,78.10688,330.67,0.4,0.44,2025-09-06,0830,SNPP,SNPP,n,2,297.07,2.26,D,0
8.78353,77.99183,348.17,0.38,0.36,2025-09-07,0811,SNPP,SNPP,n,2,301.1,11.55,D,0
8.78685,77.99132,336.7,0.38,0.36,2025-09-07,0811,SNPP,SNPP,n,2,301.23,5.93,D,0
8.69409,77.90971,337.97,0.55,0.43,2025-09-08,0752,SNPP,SNPP,n,2,286.61,7.73,D,0
8.89559,77.93534,348.72,0.37,0.58,2025-09-09,0733,SNPP,SNPP,n,2,287.92,6.84,D,0
8.61419,77.9221,351.32,0.38,0.58,2025-09-09,0733,SNPP,SNPP,n,2,291.74,5.47,D,0
8.64122,77.89012,336.27,0.48,0.48,2025-09-11,0836,SNPP,SNPP,n,2,298.4,8.12,D,0
8.6406,77.88569,346.03,0.48,0.48,2025-09-11,0836,SNPP,SNPP,n,2,300.01,8.12,D,0
8.89576,78.04343,336.46,0.44,0.39,2025-09-13,0759,SNPP,SNPP,l,2,307.86,6.87,D,0
8.62777,78.01012,309.45,0.4,0.37,2025-09-14,2016,SNPP,SNPP,n,2,285.16,1.46,N,0
8.51381,78.06604,309.56,0.44,0.46,2025-09-15,1957,SNPP,SNPP,n,2,290.2,1.23,N,0
8.51174,78.06288,310.26,0.44,0.46,2025-09-15,1957,SNPP,SNPP,n,2,290.13,1.36,N,0
8.68397,77.95634,343.04,0.48,0.4,2025-09-17,0824,SNPP,SNPP,n,2,282.73,3.26,D,0
8.65752,77.92377,337.85,0.39,0.44,2025-09-22,0830,SNPP,SNPP,n,2,295.4,3.91,D,0
8.66992,77.99158,300.09,0.41,0.37,2025-09-24,2029,SNPP,SNPP,n,2,279.84,0.58,N,0
8.62041,77.92212,333.95,0.77,0.77,2025-09-26,0715,SNPP,SNPP,n,2,282.41,6.28,D,0
8.85493,78.10178,333.89,0.51,0.49,2025-09-27,0837,SNPP,SNPP,n,2,296.65,1.44,D,0
8.73878,78.08302,337.79,0.42,0.37,2025-09-28,0818,SNPP,SNPP,n,2,304.42,5.74,D,0
8.39936,78.04765,335.99,0.48,0.4,2025-10-03,0824,SNPP,SNPP,n,2,303.38,2.64,D,0
8.65075,78.10001,340.08,0.44,0.46,2025-10-05,0747,SNPP,SNPP,n,2,296.65,6.21,D,0
8.64974,78.10064,338.17,0.44,0.46,2025-10-05,0747,SNPP,SNPP,n,2,296.86,5.4,D,0
8.67859,78.07047,346.51,0.39,0.36,2025-10-09,0812,SNPP,SNPP,n,2,282.85,5.35,D,0
8.86694,78.15536,333.93,0.39,0.36,2025-10-09,0812,SNPP,SNPP,n,2,300.34,1.46,D,0
8.7266,77.97061,339.9,0.41,0.37,2025-10-30,0819,SNPP,SNPP,n,2,306.96,2.31,D,0
8.8687,78.15914,333.81,0.44,0.38,2025-10-31,0800,SNPP,SNPP,l,2,308.05,3.18,D,0
8.66928,77.99203,304.98,0.4,0.37,2025-11-01,2017,SNPP,SNPP,n,2,292.95,0.58,N,0
8.94237,78.08803,303.59,0.41,0.61,2025-11-04,2101,SNPP,SNPP,n,2,285.41,0.61,N,0
8.45415,78.08576,333.43,0.41,0.37,2025-11-15,0819,SNPP,SNPP,n,2,291.95,3.2,D,0
8.65643,78.11404,332.68,0.44,0.39,2025-11-16,0800,SNPP,SNPP,n,2,294.81,3.49,D,3
8.55469,78.09315,333.96,0.39,0.36,2025-12-07,0807,SNPP,SNPP,n,2,298.83,2.74,D,0
8.79375,78.09942,305.45,0.39,0.36,2025-12-08,2024,SNPP,SNPP,n,2,292.93,0.26,N,0
8.84835,78.13666,305.82,0.39,0.36,2025-12-08,2024,SNPP,SNPP,n,2,292.72,0.51,N,0
8.66875,77.99349,305.65,0.44,0.39,2025-12-14,2012,SNPP,SNPP,n,2,292.27,0.42,N,0
8.65525,78.03093,330.37,0.39,0.36,2025-12-23,0807,SNPP,SNPP,n,2,300.63,1.04,D,0
8.86733,78.15561,332.69,0.39,0.36,2025-12-28,0814,SNPP,SNPP,n,2,299.97,2.42,D,2
